Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
45,Other,Tertary,5,Yes,44111,Yes,Marrid,No,17,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
24,Male,Secndary,10,No,57800,Yes,Divorced,Yes,17,its saf and pecefull,war n unestability,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions
26,Male,Tertary,1,No,15679,No,Widowd,No,53,green trees n cleen airr,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say
45,Female,Tertary,4,Yes,72705,No,Divorced,No,16,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",no commnts
24,Other,Tertary,3,Yes,87308,No,Divorced,No,54,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
43,Male,Tertary,10,Yes,26313,No,Marrid,Yes,32,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long
44,Other,Secndary,9,No,50754,Yes,Divorced,Yes,51,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"money, and boss apriciashun",no commnts
24,Female,Primry,3,Yes,12314,Yes,Widowd,Yes,72,noice is low and evryone frendly,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
69,Other,Secndary,7,Yes,75182,No,Single,No,24,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,no commnts
30,Other,Primry,3,Yes,13724,Yes,Single,Yes,43,its saf and pecefull,healthcare getin worse,got discount witout askin,just need to suceed,no commnts
53,Other,Primry,5,Yes,33997,Yes,Widowd,Yes,63,green trees n cleen airr,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
37,Other,Secndary,10,Yes,39537,Yes,Divorced,Yes,72,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
26,Female,Tertary,10,No,71867,No,Widowd,No,43,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,good luck with reserch
38,Female,Tertary,2,No,50001,No,Divorced,No,34,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions
25,Female,Primry,2,Yes,22203,Yes,Divorced,No,1,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts
41,Other,Tertary,10,No,30321,Yes,Widowd,Yes,75,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
23,Female,Tertary,2,Yes,37181,No,Widowd,No,55,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
67,Other,Primry,10,No,96590,No,Divorced,No,67,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
34,Female,Tertary,8,No,14976,Yes,Single,No,2,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,just need to suceed,pls fix typos in u r questions
61,Male,Tertary,3,No,78364,Yes,Divorced,Yes,1,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
29,Other,Secndary,3,No,76027,No,Marrid,No,22,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions
26,Female,Tertary,10,No,13358,Yes,Single,No,42,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
55,Female,Primry,1,Yes,72107,Yes,Divorced,No,25,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
36,Female,Primry,1,No,82732,Yes,Single,No,18,green trees n cleen airr,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
30,Male,Tertary,7,Yes,39832,Yes,Divorced,No,30,noice is low and evryone frendly,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long
59,Female,Tertary,5,No,20726,No,Divorced,Yes,36,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
65,Female,Tertary,10,No,32752,No,Divorced,No,7,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch
58,Female,Secndary,4,Yes,54422,No,Marrid,No,6,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",no commnts
52,Other,Secndary,5,No,88313,Yes,Marrid,Yes,61,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,thank u for lettin me say
23,Other,Tertary,1,No,16151,Yes,Widowd,No,71,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,just need to suceed,no commnts
37,Other,Primry,5,No,56478,Yes,Marrid,Yes,20,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
32,Other,Primry,8,No,83020,No,Divorced,Yes,56,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
51,Female,Primry,5,Yes,81860,No,Widowd,Yes,60,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,just need to suceed,this survery was long
58,Female,Tertary,9,No,65037,Yes,Divorced,No,41,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,good luck with reserch
37,Female,Tertary,8,Yes,27740,No,Single,Yes,54,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,thank u for lettin me say
53,Female,Primry,10,No,84843,No,Divorced,No,50,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
42,Female,Secndary,1,No,30038,No,Widowd,No,71,its saf and pecefull,war n unestability,got discount witout askin,i lov my job and coworkers,no commnts
26,Other,Tertary,5,Yes,96335,No,Single,No,48,green trees n cleen airr,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
29,Male,Secndary,1,Yes,48377,No,Divorced,Yes,12,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
50,Female,Primry,5,No,50954,Yes,Marrid,No,52,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,just need to suceed,this survery was long
59,Male,Secndary,6,Yes,75419,No,Divorced,Yes,14,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,just need to suceed,no commnts
41,Male,Secndary,3,No,38564,Yes,Single,No,4,its saf and pecefull,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch
46,Male,Primry,10,Yes,51077,No,Widowd,No,40,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch
40,Female,Tertary,4,No,49460,No,Marrid,No,68,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch
44,Female,Primry,8,No,46729,Yes,Single,Yes,27,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",this survery was long
25,Female,Primry,3,No,36169,No,Widowd,No,59,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
53,Female,Primry,1,No,56033,No,Single,Yes,74,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
64,Male,Secndary,5,Yes,35934,Yes,Marrid,No,52,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",no commnts
34,Male,Primry,7,Yes,31391,Yes,Single,No,59,green trees n cleen airr,war n unestability,got discount witout askin,my kidss and faimly,no commnts
33,Female,Tertary,4,Yes,58971,Yes,Single,No,40,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
34,Male,Tertary,10,No,32012,Yes,Widowd,No,1,its saf and pecefull,no money to save fo future,great expiriense at restaurent,my kidss and faimly,good luck with reserch
65,Male,Secndary,6,No,63443,No,Widowd,Yes,31,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
42,Female,Tertary,9,Yes,36178,No,Widowd,Yes,23,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
69,Other,Secndary,3,No,36026,No,Single,No,68,i lik the quite and neghbours,war n unestability,got discount witout askin,i lov my job and coworkers,this survery was long
37,Other,Secndary,6,Yes,23407,No,Single,Yes,14,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch
64,Other,Secndary,2,Yes,96475,No,Widowd,Yes,76,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,no commnts
46,Other,Secndary,1,No,32080,No,Marrid,Yes,12,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
44,Other,Primry,10,Yes,25082,No,Widowd,Yes,21,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
28,Female,Secndary,6,Yes,29520,No,Widowd,No,17,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",no commnts
62,Male,Primry,4,Yes,29242,No,Widowd,No,19,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
30,Male,Tertary,10,Yes,32710,No,Marrid,Yes,70,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
40,Male,Secndary,5,No,25364,Yes,Single,Yes,21,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
31,Male,Primry,10,Yes,39337,Yes,Marrid,No,23,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
33,Female,Primry,2,Yes,68590,Yes,Widowd,No,17,green trees n cleen airr,climate chang and job loss,got discount witout askin,my kidss and faimly,this survery was long
55,Other,Secndary,9,No,69580,No,Single,No,58,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
50,Male,Tertary,7,No,82010,Yes,Single,Yes,39,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch
22,Male,Primry,4,Yes,98355,No,Divorced,Yes,56,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,just need to suceed,good luck with reserch
26,Other,Secndary,3,No,57862,No,Single,Yes,7,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch
41,Other,Tertary,7,Yes,24542,No,Single,No,23,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,i lov my job and coworkers,good luck with reserch
37,Other,Primry,4,Yes,76018,Yes,Marrid,Yes,43,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
31,Male,Primry,9,No,62793,No,Marrid,Yes,53,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch
26,Female,Tertary,6,No,13856,No,Divorced,No,41,i lik the quite and neghbours,no money to save fo future,got discount witout askin,i lov my job and coworkers,good luck with reserch
23,Other,Tertary,10,Yes,45879,No,Single,Yes,40,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
34,Male,Secndary,9,Yes,60131,Yes,Widowd,Yes,29,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",no commnts
19,Male,Secndary,8,Yes,45895,Yes,Divorced,No,52,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
46,Other,Tertary,9,No,85148,Yes,Marrid,No,59,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
45,Other,Secndary,7,No,82185,Yes,Widowd,No,57,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,just need to suceed,thank u for lettin me say
